english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
express,v.,"Biểu lộ, diễn đạt",/iks'pres/,"To show or make known a feeling, an opinion, etc. by words, looks, or actions",The photograph expresses a range of emotions.,Bức ảnh biểu lộ đủ loại cảm xúc.,https://audio.tflat.vn/data/cache/images/300x225/e/x/express-v1.jpg,https://audio.tflat.vn/audio/e/x/express-v.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
fashion,adj.,"Thời trang, mốt",/ˈfæʃn/,"A popular style of clothes, hair, etc. at a particular time or place",The museum's classical architecture has never gone out of fashion.,Kiến trúc cổ điển của viện bảo tàng không bao giờ lỗi thời.,https://audio.tflat.vn/data/cache/images/300x225/f/a/fashion1.png,https://audio.tflat.vn/audio/f/a/fashion.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
leisure,n.,Thời gian nhàn rỗi,/ˈliːʒər/,Time that is spent doing what you enjoy,We can go to the permanent collection at our leisure.,Chúng tôi có thể đi góp nhặt/sưu tập thường xuyên vào lúc chúng tôi rảnh rỗi.,https://audio.tflat.vn/data/cache/images/300x225/l/e/leisure1.png,https://audio.tflat.vn/audio/l/e/leisure.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
respond,v.,"Hồi âm, phúc đáp",/rɪˈspɒnd/,To give a spoken or written answer to someone or something,How did they respond to the news?,Họ phản ứng lại với tin tức đó như thế nào?,https://audio.tflat.vn/data/cache/images/300x225/r/e/respond1.jpg,https://audio.tflat.vn/audio/r/e/respond.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
schedule,n.,"Chương trình, lịch trình",/ˈskedʒuːl/,To arrange for something to happen at a particular time,The TV schedules are filled with interesting films.,Lịch trình trên TV toàn là những phim hấp dẫn.,https://audio.tflat.vn/data/cache/images/300x225/s/c/schedule1.png,https://audio.tflat.vn/audio/s/c/schedule.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
significant,adj.,"Có tầm quan trọng, đáng kể",/sig'nifikənt/,Large or important enough to have an effect or to be noticed,There has been a significant increase in the number of women students in recent years.,Số lượng sinh viên nữ đã tăng đáng kể trong những năm gần đây.,https://audio.tflat.vn/data/cache/images/300x225/s/i/significant1.png,https://audio.tflat.vn/audio/s/i/significant.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
specialize,v.,"Chuyên môn hóa, chuyên về",/ˈspɛʃəˌlaɪz/,To become an expert in a particular area of work,He specialized in criminal law.,Anh ấy chuyên về pháp luật hình sự.,https://audio.tflat.vn/data/cache/images/300x225/s/p/specialize1.jpg,https://audio.tflat.vn/audio/s/p/specialize.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
spectrum,n.,Sự phân bổ theo tính chất,/'spektrəm/,"A complete or wide range of related qualities, ideas, etc.",Red and violet are at opposite ends of the spectrum.,Màu đỏ và tím được phân bổ ở hai đầu của quang phổ. ,https://audio.tflat.vn/data/cache/images/300x225/s/p/spectrum1.png,https://audio.tflat.vn/audio/s/p/spectrum.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
busy,adj.,Bận rộn,/ˈbɪzi/,Having a lot to do,I’m very busy now.,Hiện tôi rất bận.,https://audio.tflat.vn/data/cache/images/300x225/b/u/busy1.png,https://audio.tflat.vn/audio/b/u/busy.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
coincide,v.,Trùng hợp,"/,kouin'said/",To take place at the same time,"My cousin's wedding coincided with a holiday weekend, so it was a perfect time to rent a car and go for a drive.","Đám cưới của người anh/em bà con của tôi trùng với kỳ nghỉ lễ cuối tuần, vậy nó là một dịp lý tưởng để thuê ô-tô và đi chơi bằng xe.",https://audio.tflat.vn/data/cache/images/300x225/c/o/coincide1.png,https://audio.tflat.vn/audio/c/o/coincide.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
confusion,n.,"Sự bối rối, sự nhầm lẫn",/kən'fju:ʤn/,A state of not being certain about what is happening,"To avoid any confusion about renting the car, Yolanda asked her travel agent to make the arrangements on her behalf.","Để tránh bất kỳ nhầm lẫn nào trong việc thuê xe, Yolanda đã yêu cầu người đại lý du lịch thực hiện dàn xếp thay mặt cho cô ấy.",https://audio.tflat.vn/data/cache/images/300x225/c/o/confusion1.png,https://audio.tflat.vn/audio/c/o/confusion.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
contact,v.,"Tiếp xúc, liên hệ",/ˈkɒntækt/,To get in touch with,Manuel contacted at least a dozen car rental agencies to get the best deal.,Manuel đã tiếp xúc với ít nhất một tá đại lý đại lý cho thuê xe để được giao dịch tốt nhất.,https://audio.tflat.vn/data/cache/images/300x225/c/o/contact1.png,https://audio.tflat.vn/audio/c/o/contact.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
disappoint,v.,Làm thất vọng,"/,disə'pɔint/",To make someone feel sad because something that they hope for or expect to happen does not happen,Leila was disappointed to discover that no rental cars were available the weekend she wished to travel.,Leila thất vọng khi phát hiện ra rằng không có xe thuê vào dịp cuối tuần mà cô muốn đi du lịch.,https://audio.tflat.vn/data/cache/images/300x225/d/i/disappoint1.png,https://audio.tflat.vn/audio/d/i/disappoint.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
intend,v.,"Có ý định, có mục đích",/in'tend/,"To have a plan, result, or purpose in your mind",Do you intend to return the car to this location or to another location?,Anh định quay xe về chỗ này hay là chạy đến chỗ khác?,https://audio.tflat.vn/data/cache/images/300x225/i/n/intend1.jpg,https://audio.tflat.vn/audio/i/n/intend.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
license,n.,"Giấy phép, chứng chỉ, bằng",/'laisəns/,"To give somebody official permission to do, own, or use something",A driver's license allows you to operate a motor vehicle legally.,Giấy phép lái xe hạng A cho phép bạn lái xe mô tô một cách hợp pháp.,https://audio.tflat.vn/data/cache/images/300x225/l/i/license1.jpg,https://audio.tflat.vn/audio/l/i/license.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
nervously,adj.,"Bồn chồn, lo lắng",/ˈnɜːvəsli/,Anxious about something or afraid of something,"As we approached the city Lonnie started driving nervously, so I volunteered to drive that part of the trip.","Lúc mà chúng tôi đến thành phố thì Lonnie bắt đầu lái xe rất căng thẳng, vì vậy tôi tình nguyện lái đoạn đường đó của cuộc hành trình.",https://audio.tflat.vn/data/cache/images/300x225/n/e/nervously1.png,https://audio.tflat.vn/audio/n/e/nervously.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
optional,adj.,"Tùy ý lựa chọn, không bắt buộc",/ˈɒpʃ(ə)n(ə)l/,That you can choose to do or have if you want to,This exercise is optional; you don't have to do it.,Bài tập này là tùy chọn; bạn không cần phải làm điều đó.,https://audio.tflat.vn/data/cache/images/300x225/o/p/optional1.jpg,https://audio.tflat.vn/audio/o/p/optional.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
tempt,v.,"Xúi giục, cám dỗ",/tempt/,To attract someone or make someone want to do or have something,I am tempted by the idea of driving across the country instead of flying.,Tôi bị cám dỗ bởi ý tưởng lái xe xuyên qua đất nước thay vì đi máy bay.,https://audio.tflat.vn/data/cache/images/300x225/t/e/tempt1.png,https://audio.tflat.vn/audio/t/e/tempt.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
thrill,n.,"Sự rùng rợn, ly kỳ, sự hưng phấn",/θril/,A strong feeling of excitement or pleasure,"Just taking a vacation is thrill enough, even if we are driving instead of flying.","Hãy thực hiện một kỳ nghỉ có đủ sự rộn ràng lên, cho dù ta đang lái xe thay vì đi máy bay.",https://audio.tflat.vn/data/cache/images/300x225/t/h/thrill1.png,https://audio.tflat.vn/audio/t/h/thrill.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
tier,n.,"Tầng, lớp, hạng",/'taiə/,One of several levels in an organization or a system,"If you are on a budget, I suggest you think about renting a car from our lowest tier.","Nếu anh chỉ có một số tiền nhỏ, tôi đề nghị anh hãy suy nghĩ về việc thuê một chiếc xe thuộc hạng thấp nhất của chúng tôi.",https://audio.tflat.vn/data/cache/images/300x225/t/i/tier1.png,https://audio.tflat.vn/audio/t/i/tier.mp3,Car Rentals,https://tienganhtflat.com/blog/toeic-words-car-rentals
accurately,adv.,"‹một cách› chính xác, đúng đắn, xác đáng",/ˈækjərət/,Correct and true in every detail,The teacher evaluates student's ability accurately.,Giáo viên đánh giá chính xác khả năng của học sinh. ,https://audio.tflat.vn/data/images_example/300x225/t/h/the_teache_ex1_56248d157f8b9a040dc65f30.jpg,https://audio.tflat.vn/audio/a/c/accurately.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
carrier,n.,"‹người/công ty› vận chuyển, vận tải","/công ty› vận chuyển, vận tải /'kæriə/","A company that carries goods or passengers from one place to another, especially by air","Lou, our favorite carrier, takes extra care of our boxes marked 'fragile'.","Lou, người vận chuyển ưa thich của chúng tôi, đã phải cẩn thận hơn thường lệ với những cái hộp của chúng tôi có dán nhãn ""Dễ vỡ"".",https://audio.tflat.vn/data/images_example/300x225/l/o/lou_our_fa_ex1_56248d157f8b9a040dc65f34.jpg,https://audio.tflat.vn/audio/c/a/carrier.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
fulfill,v.,"Thực hiện, thi hành; hoàn thành, làm tròn",/ful'fil/,To do or achieve what was hoped for or expected,I fulfilled my promise to treat him to dinner.,Tôi đã thực hiện lời hứa của mình là đãi cậu ấy bữa tối. ,https://audio.tflat.vn/data/images_example/300x225/i/_/i_fulfille_ex1_580de4697f8b9a84688b45a1.jpg,https://audio.tflat.vn/audio/f/u/fulfill.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
catalog,v.,Phân thành từng mục,/ˈkat(ə)lɒg/,,Ellen cataloged the complaints according to severity.,Ellen chia thành từng mục các lời phàn nàn tùy theo tính nghiêm trọng.,https://audio.tflat.vn/data/images_example/300x225/e/l/ellen_cata_ex1_56248d157f8b9a040dc65f38.jpg,https://audio.tflat.vn/audio/c/a/catalog.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
integral,adj.,"Cần thiết, không thể thiếu",/'intigrəl/,Being an essential part of something,The battery is an integral part of a watch and without it you would not know the time.,Pin là một phần không thể thiếu của đồng hồ và nếu không có nó bạn sẽ không biết được thời gian.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_batter_ex1_56248d157f8b9a040dc65f3c.jpg,https://audio.tflat.vn/audio/i/n/integral.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
minimize,v.,"Giảm thiểu, tối thiểu hóa",/'minimaiz/,"To reduce something, especially something bad, to the lowest possible level",The authority must find urgent solutions to minimize pollution.,Chính quyền phải tìm giải pháp cấp bách để giảm thiểu tối đa ô nhiễm.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_author_ex1_56248cfb7f8b9afa0cb17e28.jpg,https://audio.tflat.vn/audio/m/i/minimize.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
inventory,n.,‹sự/bản› kiểm kê hàng hóa ,/bản› kiểm kê hàng hóa  /in'ventri/,"A written list of all the objects, furniture, etc. in a particular building",The store closes one day a year so that the staff can take inventory of the stockroom.,Cửa hàng đóng cửa 1 ngày mỗi năm để cho nhân viên có thể thực hiện kiểm kê kho hàng.,https://audio.tflat.vn/data/cache/images/300x225/i/n/inventory1.jpg,https://audio.tflat.vn/audio/i/n/inventory.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
on hand,adj.,"Có thể dùng được, có sẵn",/ɒn hænd/,Available,Do you have any aspirin on hand?,Bạn có sẵn viên thuốc aspirin nào không vậy?,https://audio.tflat.vn/data/images_example/300x225/d/o/do_you_hav_ex1_580ecade7f8b9ae3898b4589.jpg,https://audio.tflat.vn/audio/o/n/on_hand.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
remember,v.,"Nhớ, ghi nhớ",/ri'membə/,"To have or keep an image in your memory of an event, a person, a place, etc. from the past",Please remember to turn off the light before you go home.,Hãy nhớ tắt đèn trước khi bạn về nhà.,https://audio.tflat.vn/data/images_example/300x225/p/l/please_rem_ex1_56248ced7f8b9af60c142c87.jpeg,https://audio.tflat.vn/audio/r/e/remember.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
ship,v.,Vận chuyển,/ʃip/,To send,"Eva shipped the package carefully, since she knew the contents were made of glass.","Eva đã chuyển hàng một cách cẩn thận, bởi vì cô biết bên trong được làm bằng thủy tinh.",https://audio.tflat.vn/data/images_example/300x225/e/v/eva_shippe_ex1_56248d157f8b9a040dc65f44.jpg,https://audio.tflat.vn/audio/s/h/ship.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
sufficiently,adv.,"Đủ, có đủ",/səˈfɪʃnt/,Enough for a particular purpose; as much as you need,Two stars are sufficiently close together.,Hai ngôi sao đủ gần nhau. ,https://audio.tflat.vn/data/images_example/300x225/t/w/two_stars__ex1_580de46a7f8b9a84688b45a4.jpg,https://audio.tflat.vn/audio/s/u/sufficiently.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
supply,n.,"‹sự/đồ/nguồn/_› dự trữ, tiếp tế cấp","/đồ/nguồn/_› dự trữ, tiếp tế cấp /sə'plai/",An amount of something that is provided or available to be used.,"By making better use of our supply, we can avoid ordering until next month.","Bằng cách dùng tốt hơn đồ dự trữ của mình, chúng tôi khỏi phải đặt hàng cho đến tháng tới.",https://audio.tflat.vn/data/images_example/300x225/b/y/by_making__ex1_56248d157f8b9a040dc65f4c.jpg,https://audio.tflat.vn/audio/s/u/supply.mp3,Shipping,https://tienganhtflat.com/blog/toeic-words-shipping
